PlayerOne,PlayerTwo,Dictionary,ScorePlayerOne,ScorePlayerTwo,NumTurns,MaxScore,MinScore,MeanScore
Matthew Tunnicliffe,Tobey Roland,CSW21,401,400,31,78,0,29.2
Eric Harshbarger,Ryan Fischer,NWL23,450,322,32,83,0,27.43
Matthew Tunnicliffe,Bradley Whitmarsh,CSW21,382,372,28,73,0,26.93
Cyril Umebiye,Olumide Oyejide,CSW21,520,479,23,88,0,43.43
Olumide Oyejide,Cyril Umebiye,CSW21,0,0,23,108,11,30.86
Cyril Umebiye,Olumide Oyejide,CSW21,353,339,34,71,0,20.35
Olumide Oyejide,Cyril Umebiye,CSW21,370,425,25,80,0,31.8
Cyril Umebiye,Olumide Oyejide,CSW21,425,413,25,92,0,33.52
Olumide Oyejide,Cyril Umebiye,CSW21,448,452,26,90,0,34.62
Cyril Umebiye,Olumide Oyejide,CSW21,0,0,24,85,0,36.65
Olumide Oyejide,Cyril Umebiye,CSW21,439,471,28,90,0,34.78
Cyril Umebiye,Olumide Oyejide,CSW21,0,0,22,80,7,38.0
Olumide Oyejide,Cyril Umebiye,CSW21,398,428,30,76,4,29.93
Josh Sokol,Matthew Tunnicliffe,CSW21,383,390,27,83,0,28.63
Elie Dangoor,Ryan Wee,CSW21,310,344,42,72,-8,15.57
Ryan Wee,Rik Kennedy,CSW21,382,343,28,106,4,25.89
Ryan Wee,Paul Allan,CSW21,468,478,24,89,5,39.42
David Webb,Ryan Wee,CSW21,402,453,25,94,6,34.2
Ryan Wee,Chris Vicary,CSW21,404,393,27,77,0,29.52
Ryan Wee,Orla Judge,CSW21,616,380,24,112,6,41.5
Ryan Wee,Ellie Mackin,CSW21,404,407,28,80,0,28.96
Tim Weiss,Joshua Castellano,CSW21,408,513,24,131,7,38.38
Joshua Castellano,Sam Rosin,CSW21,668,404,24,140,5,44.67
Sam Rosin,Joshua Castellano,CSW21,499,365,26,82,4,33.23
Ben Schoenbrun,Joshua Castellano,CSW21,378,420,23,88,6,34.7
Nitya Chagti,Joshua Castellano,CSW21,523,452,30,84,4,38.64
Joshua Castellano,Ben Schoenbrun,CSW21,536,458,20,99,18,49.7
Joshua Castellano,Matthew O'Connor,CSW21,505,409,25,94,2,41.08
Robert Linn,Joshua Castellano,CSW21,438,548,23,94,2,42.87
Joshua Castellano,Sam Rosin,CSW21,415,462,26,82,0,33.73
Rob Robinsky,Joshua Castellano,CSW21,380,438,24,80,6,34.08
Tim Weiss,Joshua Castellano,CSW21,466,432,24,89,8,37.42
Joshua Castellano,Nitya Chagti,CSW21,622,281,34,94,0,26.56
Ben Schoenbrun,Joshua Castellano,CSW21,465,336,25,83,6,32.04
Matthew O'Connor,Joshua Castellano,CSW21,377,480,25,88,7,34.28
Joshua Castellano,Robert Linn,CSW21,523,487,24,94,0,42.08
Sam Rosin,Joshua Castellano,CSW21,458,471,23,78,10,40.39
Joshua Castellano,Rob Robinsky,CSW21,569,353,24,89,5,38.42
Joshua Castellano,Tim Weiss,CSW21,504,347,25,86,3,34.04
Josh Sokol,Niel Gan,CSW21,381,517,26,87,5,34.54
Niel Gan,Matthew Tunnicliffe,CSW21,545,507,24,88,5,43.83
Kyle Fellahi,Terry Kang,CSW21,508,510,26,91,10,43.6
Bradley Whitmarsh,Kyle Fellahi,CSW21,506,503,29,113,0,34.79
Skyler Lutz,Jeremy Hall,NWL23,407,382,28,98,0,28.18
Ryan Fischer,Eric Harshbarger,NWL23,400,496,29,140,0,32.36
Samuel Kaplan,Jamie McCune,NWL23,590,398,28,185,0,35.29
Samuel Kaplan,Mark Miller,NWL23,415,436,25,70,2,34.04
Noah Slatkoff,Heidi Robertson,CSW21,455,465,26,80,0,35.38
Edwin Roth,Samuel Kaplan,NWL23,445,337,27,77,4,28.96
Dustin Dean,Samuel Kaplan,NWL23,341,515,28,78,0,34.59
Joey Krafchick,Orry Swift,NWL23,375,365,27,82,2,27.41
Samuel Kaplan,Kevin Nai,NWL23,424,407,26,102,0,31.96
Scott Appel,Samuel Kaplan,NWL23,376,432,28,114,0,28.86
Richard Popper,Samuel Kaplan,NWL23,426,323,26,76,0,28.81
Orry Swift,Joey Krafchick,NWL23,481,386,22,86,8,39.41
Joey Krafchick,Orry Swift,NWL23,503,416,27,86,0,34.04
Orry Swift,Joey Krafchick,NWL23,317,398,25,85,3,28.6
Jason Li,Zachary Ansell,WOW24,477,450,26,91,4,35.65
Zachary Ansell,Jeffrey Nelson,WOW24,405,219,30,68,0,20.8
Zachary Ansell,Deen Hergott,WOW24,410,369,27,86,5,28.85
Jimoh Abdulmumin,John Aiyedun,CSW21,399,474,26,88,8,33.58
John Aiyedun,Jimoh Abdulmumin,CSW21,489,363,29,108,0,30.86
Jimoh Abdulmumin,John Aiyedun,CSW21,0,0,23,88,0,34.91
John Aiyedun,Jimoh Abdulmumin,CSW21,489,454,26,88,0,36.27
Jimoh Abdulmumin,John Aiyedun,CSW21,0,0,21,100,0,36.55
John Aiyedun,Jimoh Abdulmumin,CSW21,0,0,25,95,6,35.0
Joey Krafchick,Orry Swift,NWL23,0,0,24,78,0,34.17
Orry Swift,Joey Krafchick,NWL23,0,0,20,66,10,33.37
Joey Krafchick,Orry Swift,NWL23,0,0,25,80,0,31.04
Joey Krafchick,Orry Swift,NWL23,0,0,21,95,12,36.85
Jimoh Abdulmumin,John Aiyedun,CSW21,0,0,28,94,0,38.6
Orry Swift,Joey Krafchick,NWL23,0,0,25,83,11,30.12
Orry Swift,Joey Krafchick,NWL23,0,0,20,90,5,36.05
John Aiyedun,Jimoh Abdulmumin,CSW21,380,366,25,80,0,29.84
Jimoh Abdulmumin,John Aiyedun,CSW21,0,0,26,80,0,30.42
John Aiyedun,Jimoh Abdulmumin,CSW21,467,426,21,92,7,42.52
Jimoh Abdulmumin,John Aiyedun,CSW21,0,0,20,86,13,39.58
John Aiyedun,Jimoh Abdulmumin,CSW21,458,362,27,82,3,34.15
Jimoh Abdulmumin,John Aiyedun,CSW21,500,329,23,82,12,36.04
John Aiyedun,Jimoh Abdulmumin,CSW21,0,0,24,86,10,41.64
Noah Slatkoff,Bradley Whitmarsh,CSW21,391,410,24,82,4,33.38
Noah Slatkoff,Travis Chaney,CSW21,460,438,24,94,8,37.42
Noah Slatkoff,Rodney Judd,CSW21,396,398,35,96,0,31.19
Noah Slatkoff,Karl Higby,CSW21,471,502,26,94,0,37.42
Quinn James,Noah Slatkoff,CSW21,483,354,27,83,5,31.0
Bradley Whitmarsh,Noah Slatkoff,CSW21,409,462,27,87,5,36.77
Noah Slatkoff,Quinn James,CSW21,455,444,23,92,10,39.09
Noah Slatkoff,George Macaulay,CSW21,406,375,25,84,5,31.24
Jeremy Hildebrand,Matthew Tunnicliffe,CSW21,368,335,26,77,0,27.04
Orry Swift,Joey Krafchick,NWL23,0,0,17,97,0,39.25
Orry Swift,Joey Krafchick,NWL23,0,0,21,84,6,35.65
Robin Pollock Daniel,Jackson Smylie,NWL23,396,558,25,113,0,38.16
Jackson Smylie,Michael Fagen,NWL23,414,369,26,75,2,30.12
Christopher Sykes,Jackson Smylie,NWL23,295,519,22,104,10,37.0
Jackson Smylie,Agnes Kramer,NWL23,498,340,26,90,0,36.16
Hank Hees,Jackson Smylie,NWL23,401,414,27,86,0,30.19
Jackson Smylie,Hank Hees,NWL23,407,400,27,91,5,29.89
Craig Rowland,Jackson Smylie,NWL23,399,414,24,74,4,33.88
Jackson Smylie,Yaacov Barak,NWL23,460,356,26,86,0,31.38
Christopher Sykes,Jackson Smylie,NWL23,519,438,26,79,8,36.81
Matt Canik,Jackson Smylie,NWL23,441,474,25,80,0,36.6
Jackson Smylie,Froilan Mendoza,NWL23,468,339,27,100,0,34.88
Jackson Smylie,Anna Miransky,NWL23,382,373,30,76,0,25.17
Skyler Lutz,Jackson Smylie,NWL23,334,473,34,90,0,32.19
Carl Madden,Jackson Smylie,NWL23,417,384,31,90,0,25.84
Gregg Bigourdin,Jackson Smylie,NWL23,467,370,29,89,0,28.86
Robin Pollock Daniel,Jackson Smylie,NWL23,359,424,28,83,2,27.96
Jackson Smylie,Yaacov Barak,NWL23,396,472,30,78,0,28.93
Jackson Smylie,Deen Hergott,NWL23,461,502,24,104,12,43.52
Jackson Smylie,Michael Fagen,NWL23,378,447,27,92,6,30.56
Daniel Stock,Jackson Smylie,NWL23,408,316,28,98,2,25.86
Jackson Smylie,Linda Oliva,NWL23,620,253,34,89,0,25.68
Noah Slatkoff,Jason Carney,CSW21,436,397,23,88,8,36.22
Josh Sokol,Noah Slatkoff,CSW21,293,379,37,85,0,23.43
Travis Chaney,Noah Slatkoff,CSW21,337,480,25,84,0,32.68
Noah Slatkoff,Jason Keller,CSW21,424,414,23,83,6,36.43
Mpakaboari Jack,Noah Slatkoff,CSW21,432,459,25,93,5,35.64
Mark Francillon,Noah Slatkoff,CSW19,479,448,23,104,3,40.3
Noah Slatkoff,Jason Broersma,CSW21,500,362,26,92,11,37.28
Vera Bigall,Noah Slatkoff,CSW21,325,404,27,70,5,29.77
Noah Slatkoff,Stefan Rau,CSW21,447,340,26,79,2,34.52
Robert Linn,Noah Slatkoff,CSW21,443,342,27,118,0,29.07
Euclid Hui,Noah Slatkoff,CSW21,434,411,26,83,5,32.5
Noah Slatkoff,Rick Blakeway,CSW21,593,349,26,96,0,36.23
Jason Broersma,Matthew Tunnicliffe,CSW21,476,394,34,90,2,30.38
Matthew Tunnicliffe,Rodney Judd,CSW21,441,363,32,80,0,29.5
Josh Sokol,Matthew Tunnicliffe,CSW21,369,391,29,92,0,26.21
Josh Sokol,Matthew Tunnicliffe,CSW21,542,387,27,74,0,34.41
Matthew Tunnicliffe,Noah Slatkoff,CSW21,434,420,25,90,0,34.16
Matthew Tunnicliffe,Stefan Rau,CSW21,441,399,29,76,0,32.43
Matthew Tunnicliffe,Jason Keller,CSW21,549,461,25,83,5,40.4
Tony Leah,Matthew Tunnicliffe,CSW21,362,488,26,102,6,32.69
Matthew Tunnicliffe,Samuel Anikoh,CSW21,482,394,25,107,5,35.04
Jason Carney,Matthew Tunnicliffe,CSW21,412,491,26,105,0,38.64
Matthew Tunnicliffe,Stefan Rau,CSW21,469,401,26,98,0,33.46
Mark Francillon,Matthew Tunnicliffe,CSW21,299,449,27,68,0,27.7
Matthew Tunnicliffe,Travis Chaney,CSW21,433,303,27,99,0,27.26
Karl Higby,Matthew Tunnicliffe,CSW21,507,535,24,122,5,43.42
Matthew Tunnicliffe,Bradley Whitmarsh,CSW21,607,438,26,80,0,40.19
Robert Linn,Matthew Tunnicliffe,CSW21,445,474,27,93,5,34.04
Josh Sokol,Matthew Tunnicliffe,CSW21,412,575,29,96,3,38.14
Quinn James,Matthew Tunnicliffe,CSW21,303,408,26,67,4,27.35
Matthew Tunnicliffe,Mpakaboari Jack,CSW21,490,339,25,78,0,33.16
Matthew Tunnicliffe,Stewart Houten,CSW21,465,398,24,86,5,35.96
Matthew Tunnicliffe,George Macaulay,CSW21,482,379,26,79,8,33.12
Anne Goldstein,Matthew Tunnicliffe,CSW21,356,427,29,94,2,27.0
Josh Sokol,Matthew Tunnicliffe,CSW21,369,391,29,92,0,26.21
Josh Sokol,Quinn James,CSW21,414,456,24,85,2,36.25
Christian Oktavius,Adiyta Putra Difa,CSW21,375,503,27,98,2,32.52
Jeremy Khoo,Ryan Wee,CSW21,448,457,35,77,3,27.59
Ryan Wee,Jeremy Khoo,CSW21,523,402,29,110,8,33.96
Ryan Wee,Jeremy Khoo,CSW21,463,527,25,95,0,39.6
Skyler Lutz,Judy Cole,NWL23,331,339,25,75,9,26.8
Skyler Lutz,Jackson Smylie,NWL23,334,473,34,90,0,32.19
Judy Cole,Skyler Lutz,NWL23,428,293,27,70,0,26.7
Keith Savage,Joey Krafchick,NWL23,425,325,25,74,3,30.0
Joey Krafchick,Steven DiNapoli,NWL23,514,349,27,95,0,31.96
Yong Jian Rong,Brian Po,CSW21,534,463,24,98,10,41.54
Brian Po,Muhd Rastra Teguh,CSW21,507,400,28,80,2,32.39
Napat V.,Brian Po,CSW21,512,406,24,76,2,38.25
Ernest So,Brian Po,CSW21,561,402,29,92,5,37.61
Brian Po,Euclid Hui,CSW21,393,448,32,82,0,29.52
Liew Kian Boon,Brian Po,CSW21,524,438,25,94,0,38.48
Euclid Hui,Brian Po,CSW21,421,463,26,86,0,34.0
Nigel Richards,Brian Po,CSW21,502,429,23,92,6,40.48
Brian Po,Napat V.,CSW21,391,387,25,78,5,31.12
Brian Po,Fadlan Satria,CSW21,499,350,31,68,0,27.39
Brian Po,Ricky Purmono,CSW21,471,375,26,76,0,32.54
Euclid Hui,Brian Po,CSW21,463,445,25,90,5,36.32
Nopparus,Brian Po,CSW21,384,412,28,89,0,28.43
Brian Po,Liew Kian Boon,CSW21,415,399,27,96,2,30.15
Nalia Arshiya,Brian Po,CSW21,239,603,35,88,0,26.94
Brian Po,Alex Tan,CSW21,549,303,26,86,5,32.77
Ernest So,Brian Po,CSW21,467,393,29,102,5,33.64
Adiyta Putra Difa,Christian Oktavius,CSW21,398,494,27,149,6,36.15
Timi1,Timi2,CSW21,554,535,23,122,2,47.35
Timi1,Timi2,CSW21,642,507,22,167,0,52.23
Joey Krafchick,Eric Harshbarger,NWL23,381,379,25,94,4,30.4
Skyler Lutz,Anna Miransky,NWL23,314,342,32,84,2,26.4
Jason Li,Jackson Smylie,NWL23,418,446,27,84,0,32.0
Jackson Smylie,Jason Li,NWL23,508,359,27,106,0,37.42
Jason Li,Jackson Smylie,NWL23,392,494,25,126,4,35.44
Jackson Smylie,Jason Li,NWL23,385,494,27,84,0,32.56
Jason Li,Jackson Smylie,NWL23,370,303,26,77,6,25.88
Euclid Hui,Brian Po,CSW21,416,361,26,80,5,33.72
Brian Po,Carson Ip,CSW21,387,369,28,80,4,27.0
Douglas Tsang,Brian Po,CSW21,374,531,25,88,6,36.2
Brian Po,Paul Christensen,CSW21,508,314,25,86,5,32.88
Yvonne Cheng,Brian Po,CSW21,286,507,33,90,3,27.31
David Gibson,Ryan Fischer,TWL06,397,470,27,93,12,36.92
Ryan Fischer,Joe Edley,TWL06,432,421,24,90,0,35.54
Joey Krafchick,Ryan Fischer,TWL06,395,398,24,77,8,33.04
John Luebkemann,Ryan Fischer,TWL06,298,493,32,78,0,26.35
Andy Hoang,Ryan Fischer,TWL06,277,492,32,87,0,28.33
Ryan Fischer,Dustin Dean,NWL23,458,393,26,82,6,32.73
Dustin Dean,Ryan Fischer,NWL23,443,436,26,85,8,33.81
Ryan Fischer,Clay Daniel,NWL23,488,351,27,81,0,31.07
Barry Keith,Ryan Fischer,NWL23,360,429,36,79,0,21.92
Thomas Reinke,Charles Reinke,CSW21,464,426,26,86,6,36.24
Matthew Tunnicliffe,Charles Reinke,CSW21,496,414,25,96,5,41.17
Charles Reinke,Matthew O'Connor,CSW21,462,431,24,95,5,37.21
Charles Reinke,Matthew Tunnicliffe,CSW21,469,395,26,92,8,37.64
Charles Reinke,Ben Schoenbrun,CSW21,467,362,24,84,0,34.54
Charles Reinke,Mohammad Sulaiman,CSW21,427,407,32,104,2,28.84
Thomas Reinke,Charles Reinke,CSW21,530,406,24,126,8,39.0
Charles Reinke,Stefan Rau,CSW21,485,374,29,79,0,29.62
Sammy Okosagah,Charles Reinke,CSW21,389,547,24,94,0,42.13
Laurie Cohen,Charles Reinke,CSW21,368,428,26,74,0,30.62
Charles Reinke,Yukiko Loritz,CSW21,501,388,30,82,0,31.28
Charles Reinke,Noel Livermore,CSW21,516,334,31,82,0,27.42
Matthew O'Connor,Charles Reinke,CSW21,427,367,31,79,0,27.87
Charles Reinke,Winter,CSW21,432,360,27,82,0,29.33
Jason Keller,Charles Reinke,CSW21,342,423,31,74,0,26.37
Charles Reinke,Jason Broersma,CSW21,454,446,30,149,0,36.17
Bradley Whitmarsh,Charles Reinke,CSW21,405,456,26,93,2,33.12
Emmanuel Egbele,Charles Reinke,CSW21,342,428,30,72,0,25.67
Charles Reinke,Chris Lipe,CSW21,628,239,26,90,0,33.35
Femi Awowade,Charles Reinke,CSW21,489,433,27,113,4,36.65
Charles Reinke,Jason Ubeika,CSW21,421,409,27,78,7,30.74
Lukeman Owolabi,Charles Reinke,CSW21,441,338,30,78,5,27.86
Charles Reinke,Joshua Castellano,CSW21,385,437,26,110,5,31.81
Brian Bowman,Charles Reinke,CSW21,460,351,33,102,0,24.58
Charles Reinke,Conrad Bassett-Bouchard,CSW21,421,414,28,82,0,32.74
Mike Johnson,Charles Reinke,CSW21,427,541,33,101,5,37.03
Charles Reinke,Mark Francillon,CSW21,461,299,30,91,0,26.93
Matthew Tunnicliffe,Charles Reinke,CSW21,436,426,23,86,4,37.48
Charles Reinke,Rasheed Balogun,CSW21,430,431,29,88,2,29.69
Mpakaboari Jack,Charles Reinke,CSW21,349,470,30,85,2,34.04
